,rowid,pollid,pollster,location,startdate,enddate,samplesize,sampletype,methodology,candidate,percent
5138,5325,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Warren,12.0
5139,5326,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Harris,7.0
5140,5327,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Yang,5.0
5141,5328,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Buttigieg,4.0
5142,5329,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Booker,3.0
5143,5330,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,O'Rourke,3.0
5144,5331,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Castro,2.0
5145,5332,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Bullock,1.0
5146,5333,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Bennet,1.0
5147,5334,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Klobuchar,1.0
5148,5335,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Delaney,1.0
5149,5336,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Gabbard,1.0
5150,5337,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Ryan,0.0
5151,5338,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Sestak,1.0
5152,5339,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Steyer,1.0
5153,5340,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Williamson,0.0
5154,5341,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,Messam,0.0
5155,5342,59542,Harris Insights & Analytics,,9/7/19,9/8/19,454,rv,Online,de Blasio,0.0
5156,5343,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Biden,27.0
5157,5344,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Sanders,17.0
5158,5345,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Warren,13.0
5159,5346,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Harris,6.0
5160,5347,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Buttigieg,5.0
5161,5348,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,O'Rourke,3.0
5162,5349,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Yang,3.0
5163,5350,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Booker,3.0
5164,5351,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Castro,2.0
5165,5352,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Steyer,1.0
5166,5353,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Klobuchar,1.0
5167,5354,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,de Blasio,1.0
5168,5355,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Ryan,1.0
5169,5356,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Gabbard,1.0
5170,5357,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Bullock,1.0
5171,5358,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Sestak,1.0
5172,5359,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Delaney,0.0
5173,5360,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Bennet,1.0
5174,5361,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Williamson,0.0
5175,5362,59517,Harris Insights & Analytics,,9/5/19,9/8/19,1350,rv,Online,Messam,0.0
5176,5363,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Biden,33.0
5177,5364,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Sanders,21.0
5178,5365,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Warren,16.0
5179,5366,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Harris,7.0
5180,5367,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Buttigieg,5.0
5181,5368,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Booker,3.0
5182,5369,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,O'Rourke,3.0
5183,5370,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Yang,3.0
5184,5371,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Bennet,1.0
5185,5372,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Castro,1.0
5186,5373,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,de Blasio,1.0
5187,5374,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Delaney,1.0
5188,5375,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Gabbard,1.0
5189,5376,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Klobuchar,1.0
5190,5377,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Ryan,1.0
5191,5378,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Steyer,1.0
5192,5379,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Williamson,1.0
5193,5380,59519,Morning Consult,,9/2/19,9/8/19,17824,lv,Online,Bullock,0.0
5194,5381,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Biden,26.0
5195,5382,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Warren,18.0
5196,5383,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,O'Rourke,14.0
5197,5384,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Sanders,12.0
5198,5385,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Harris,5.0
5199,5386,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Buttigieg,4.0
5200,5387,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Castro,3.0
5201,5388,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Yang,3.0
5202,5389,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Gabbard,2.0
5203,5390,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Booker,1.0
5204,5391,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Klobuchar,1.0
5205,5392,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Ryan,1.0
5206,5393,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Williamson,1.0
5207,5394,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Bullock,0.0
5208,5395,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Steyer,0.0
5209,5396,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Sestak,0.0
5210,5397,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,de Blasio,0.0
5211,5398,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Messam,0.0
5212,5399,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Delaney,0.0
5213,5400,59533,YouGov,Texas,8/29/19,9/8/19,552,lv,Online,Bennet,0.0
5214,5401,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Bennet,0.0
5215,5402,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Biden,28.0
5216,5403,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Booker,2.0
5217,5404,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Bullock,0.0
5218,5405,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Buttigieg,4.0
5219,5406,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Castro,0.0
5220,5407,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,de Blasio,0.0
5221,5408,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Delaney,0.0
5222,5409,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Gabbard,1.0
5223,5410,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Gillibrand,0.0
5224,5411,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Harris,8.0
5225,5412,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Hickenlooper,0.0
5226,5413,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Inslee,0.0
5227,5414,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Klobuchar,1.0
5228,5415,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Messam,0.0
5229,5416,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Moulton,0.0
5230,5417,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,O'Rourke,3.0
5231,5418,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Ryan,0.0
5232,5419,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Sestak,0.0
5233,5420,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Steyer,0.0
5234,5421,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Sanders,13.0
5235,5422,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Warren,11.0
5236,5423,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Williamson,0.0
5237,5424,59536,USC Dornsife/LA Times,,8/12/19,9/8/19,2462,lv,Online,Yang,2.0
5238,5425,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Biden,26.0
5239,5426,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Sanders,17.0
5240,5427,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Warren,13.0
5241,5428,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Harris,7.0
5242,5429,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Buttigieg,5.0
5243,5430,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,O'Rourke,4.0
5244,5431,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Yang,2.0
5245,5432,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Booker,2.0
5246,5433,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Castro,2.0
5247,5434,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Steyer,1.0
5248,5435,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Klobuchar,1.0
5249,5436,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,de Blasio,1.0
5250,5437,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Ryan,1.0
5251,5438,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Gabbard,0.0
5252,5439,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Bullock,1.0
5253,5440,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Sestak,0.0
5254,5441,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Delaney,0.0
5255,5442,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Bennet,1.0
5256,5443,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Williamson,0.0
5257,5444,59516,Harris Insights & Analytics,,9/4/19,9/7/19,1350,rv,Online,Messam,0.0
5258,5445,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Biden,29.0
5259,5446,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Sanders,17.0
5260,5447,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Warren,13.0
5261,5448,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Harris,7.0
5262,5449,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Buttigieg,4.0
5263,5450,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,O'Rourke,4.0
5264,5451,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Booker,2.0
5265,5452,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Castro,1.0
5266,5453,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Klobuchar,1.0
5267,5454,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Delaney,1.0
5268,5455,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Gabbard,0.0
5269,5456,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Williamson,0.0
5270,5457,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Yang,2.0
5271,5458,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Messam,0.0
5272,5459,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Ryan,1.0
5273,5460,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Bennet,1.0
5274,5461,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Bullock,0.0
5275,5462,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,de Blasio,1.0
5276,5463,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Sestak,0.0
5277,5464,59500,Harris Insights & Analytics,,9/3/19,9/6/19,1352,rv,Online,Steyer,1.0
5278,5465,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Biden,33.0
5279,5466,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Sanders,15.0
5280,5467,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Warren,14.0
5281,5468,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Harris,8.0
5282,5469,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Buttigieg,4.0
5283,5470,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,O'Rourke,4.0
5284,5471,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Booker,2.0
5285,5472,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Castro,1.0
5286,5473,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Klobuchar,1.0
5287,5474,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Delaney,1.0
5288,5475,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Gabbard,0.0
5289,5476,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Williamson,1.0
5290,5477,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Yang,3.0
5291,5478,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Messam,0.0
5292,5479,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Ryan,1.0
5293,5480,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Bennet,0.0
5294,5481,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Bullock,0.0
5295,5482,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,de Blasio,1.0
5296,5483,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Sestak,0.0
5297,5484,59500,Harris Insights & Analytics,,9/3/19,9/6/19,829,lv,Online,Steyer,1.0
5298,5485,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Biden,51.0
5299,5486,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Sanders,40.0
5300,5487,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Biden,43.0
5301,5488,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Warren,49.0
5302,5489,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Sanders,36.0
5303,5490,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Warren,55.0
5304,5491,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Bennet,1.0
5305,5492,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Biden,27.0
5306,5493,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Booker,2.0
5307,5494,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Bullock,0.0
5308,5495,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Buttigieg,6.0
5309,5496,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Castro,1.0
5310,5497,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,de Blasio,0.0
5311,5498,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Delaney,0.0
5312,5499,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Gabbard,2.0
5313,5500,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Harris,7.0
5314,5501,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Klobuchar,1.0
5315,5502,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Messam,1.0
5316,5503,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,O'Rourke,2.0
5317,5504,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Ryan,1.0
5318,5505,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Sanders,15.0
5319,5506,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Sestak,0.0
5320,5507,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Steyer,0.0
5321,5508,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Warren,24.0
5322,5509,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Williamson,0.0
5323,5510,59548,YouGov,,9/2/19,9/6/19,1002,lv,Online,Yang,2.0
5324,5511,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Biden,20.0
5325,5512,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Sanders,13.0
5326,5513,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Castro,12.0
5327,5514,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Warren,12.0
5328,5515,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Harris,5.0
5329,5516,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,O'Rourke,19.0
5330,5517,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Booker,3.0
5331,5518,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Buttigieg,1.0
5332,5519,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Klobuchar,0.0
5333,5520,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Gillibrand,0.0
5334,5521,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Sestak,0.0
5335,5522,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Steyer,1.0
5336,5523,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Gabbard,1.0
5337,5524,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Bennet,1.0
5338,5525,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Delaney,1.0
5339,5526,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Yang,1.0
5340,5527,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Williamson,0.0
5341,5528,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Bullock,0.0
5342,5529,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,Ryan,0.0
5343,5530,59523,Univision/University of Houston/Latino Decisions/North Star Opinion Research,Texas,8/31/19,9/6/19,552,lv,Live Phone/Online,de Blasio,0.0
5344,5531,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Biden,28.0
5345,5532,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Sanders,17.0
5346,5533,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Warren,13.0
5347,5534,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Harris,6.0
5348,5535,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Buttigieg,5.0
5349,5536,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,O'Rourke,3.0
5350,5537,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Booker,2.0
5351,5538,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Castro,1.0
5352,5539,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Klobuchar,1.0
5353,5540,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Delaney,0.0
5354,5541,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Gabbard,1.0
5355,5542,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Williamson,1.0
5356,5543,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Yang,2.0
5357,5544,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Messam,0.0
5358,5545,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Ryan,1.0
5359,5546,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Bennet,1.0
5360,5547,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Bullock,1.0
5361,5548,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,de Blasio,1.0
5362,5549,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Sestak,0.0
5363,5550,59501,Harris Insights & Analytics,,8/30/19,9/6/19,3137,rv,Online,Steyer,1.0
5364,5551,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Biden,33.0
5365,5552,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Sanders,15.0
5366,5553,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Warren,15.0
5367,5554,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Harris,7.0
5368,5555,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Buttigieg,5.0
5369,5556,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,O'Rourke,3.0
5370,5557,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Booker,2.0
5371,5558,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Castro,1.0
5372,5559,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Klobuchar,1.0
5373,5560,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Delaney,0.0
5374,5561,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Gabbard,1.0
5375,5562,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Williamson,1.0
5376,5563,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Yang,2.0
5377,5564,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Messam,0.0
5378,5565,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Ryan,1.0
5379,5566,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Bennet,1.0
5380,5567,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Bullock,0.0
5381,5568,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,de Blasio,1.0
5382,5569,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Sestak,0.0
5383,5570,59501,Harris Insights & Analytics,,8/30/19,9/6/19,1891,lv,Online,Steyer,1.0
5384,5571,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Biden,28.0
5385,5572,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Booker,3.0
5386,5573,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Buttigieg,8.0
5387,5574,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Castro,2.0
5388,5575,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Gillibrand,1.0
5389,5576,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Harris,6.0
5390,5577,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Klobuchar,0.0
5391,5578,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,O'Rourke,2.0
5392,5579,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Sanders,21.0
5393,5580,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Warren,14.0
5394,5581,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Yang,2.0
5395,5582,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Bennet,0.0
5396,5583,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Bullock,0.0
5397,5584,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,de Blasio,0.0
5398,5585,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Delaney,0.0
5399,5586,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Gabbard,0.0
5400,5587,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Messam,0.0
5401,5588,59564,Benenson Strategy Group,,8/23/19,9/6/19,762,lv,Live Phone/Online,Moulton,0.0
